,file,sentence
6324,common_voice_mn_19023286,Энэ хүмүүс чинь бүгдээрээ манайхан байна шүү дээ.
6325,common_voice_mn_19023295,Эмнэлэгт баригдаж хэвтээд үхэх гэж байхад юу ярихтай мантай билээ гэж Дорж тунирхав.
6326,common_voice_mn_19023296,Дараа нь учир нь олдоно биз.
6327,common_voice_mn_19023298,Өсвөр насны хүүхэд яагаад өмнөө ахадсан зорилт тавих ёстой гэж бичсэнээ тайлбарлая.
6328,common_voice_mn_19023311,Одоо яаж ч хөөцөлдөөд нэмэргүй болсон.
6329,common_voice_mn_19023313,Гэвч байшин авахын тулд бэлэн мөнгөний урьдчилгаа төлөх хэрэгтэй.
6330,common_voice_mn_19023318,Дүрэлзсэн улаан гал руу нүцгэн орохтой л адил хэрэг.
6331,common_voice_mn_19023319,"Шашныг шүтэгч, эс шүтэгч хүмүүс ч бас өөрчлөгдөж байна."
6332,common_voice_mn_19023331,Монгол Улс гуравдагч хөрш болох Европын Холбооны гишүүн Унгар улстай харилцах харилцаагаа ихэд чухалчилдаг.
6333,common_voice_mn_19023363,Амьдралд таардаггүй онол гэж байдаг л юм байх даа.
6334,common_voice_mn_19023367,Хэлмэрч сандруухан байдлаар үг дамжуулж эхэллээ.
6335,common_voice_mn_19023368,Гэхдээ нөгөөдүүл маань ерөнхийдөө гайгүй шүү.
6336,common_voice_mn_19023369,Говийн тэнгэрийн одод хар торгон дээр цацсан очир алмаас мэт гялтганан.
6337,common_voice_mn_19023374,Түүний дагуу тэр эдгээр мэдээллийг цуглуулан шүүх ажиллагаан дээр үзүүлсэн хэрэг.
6338,common_voice_mn_19023380,Зам дээр могой хөндлөн хэвтэхийг муу ёр гэдэг юм.
6339,common_voice_mn_19023384,Засгийн газрын хуралдаанаар цаашид цалин урамшууллыг инфляцын түвшинтэй уялдуулан нэмэхээр тогтов.
6340,common_voice_mn_19023409,Та хоёр мэдээгүй л биз дээ гэж асуув.
6341,common_voice_mn_19023423,Хэрвээ тус тусдаа зүтгээд л байвал хэн маань ч Варшаваас явж чадахгүйд хүрнэ.
6342,common_voice_mn_19023424,Гэтэл ингэлээ гээд би Тараг чамд хадгалж үлдээж чадахгүй.
6343,common_voice_mn_19023433,Тэр ч байтугай их ирээдүйтэй цөөн хэдэн инженерийн нэг.
6344,common_voice_mn_19023437,Би түүний эмзэг сэдвийг хөндсөн бололтой.
6345,common_voice_mn_19023438,Жаргалын найман морь гэж үнэндээ шарга агттай найман морь гэдгийг буруу тайлбарласнаас үүссэн.
6346,common_voice_mn_19023439,Ямар ч холбоогүй л дээ?
6347,common_voice_mn_19023440,Зөвхөн тэр яагаад надтай мал шиг харьцах болов оо?
6348,common_voice_mn_19023450,Энэ бол гайхалтай зүйл л дээ.
6349,common_voice_mn_19023453,"""Ихэр хэмээсэн үг төгс үзэгдэхүйг өгүүлсэн нь."""" гэжээ."""
6350,common_voice_mn_19023469,Гэвч энэ одоо ямар ч ач холбогдолгүй.
6351,common_voice_mn_19023473,"""Өвгөн хэдэн минут бодос хийж сууснаа өгүүлрүүн """"Хувьсгал мандахаас өмнө үеийн нэгэн явдал санагдана""""."""
6352,common_voice_mn_19023477,Балмагдан хойшоо нэг алхаад сэхээ орлоо.
6353,common_voice_mn_19023478,Харин ууланд нуусан бараагаа би сумын захиргаанд тоо ёсоор нь данслуулсан.
6354,common_voice_mn_19023480,Бид гэрээс их цөөхөн гардаг даа.
6355,common_voice_mn_19023481,Ингээд одоо л нэг юм цагдаагийн мөрдөгчийн хорон явуулгыг ойлгожээ!
6356,common_voice_mn_18583396,Чи гэр бүлтэй болсон бол өөр хүүхний захиа уншин суух нь чамд ч эвгүй.
6357,common_voice_mn_18583397,Тэд хамгийн түрүүнд буусныг бэлэгшээж Конекбайн хот айл гайгүй сайн найр хийлээ.
6358,common_voice_mn_18583398,Тэгээд Дандар баатрыг хэзээ баривчилсан юм бэ?
6359,common_voice_mn_18583399,Энэ бодол минь ч зөв байсан.
6360,common_voice_mn_18583400,Ингэж золгон мэндчилдэг байсны ачаар монгол хүн есөн үеэ мэддэг байсан гэлцдэг.
6361,common_voice_mn_18583401,Энэхүү дутагдлыг малчин хөлсөлж авч арилгаж болох боловч үр дагавар нь тийм сайнгүй юм.
6362,common_voice_mn_18583402,Чи минь удахгүй эрх чөлөөтэй болно.
6363,common_voice_mn_18583405,Жоржийн хийж чадсаныг та чадахгүй гэж үү?
6364,common_voice_mn_18583406,Чамайг хэн ч үнэлж үзэхгүй байгааг даанч ойлгохгүй байна уу?
6365,common_voice_mn_18583407,"Харин Батболд барилгын аль нэг мэргэжил олохыг бодсонгүй, тэс өмнөө зүйлийг эрмэлзэж байлаа."
6366,common_voice_mn_18583408,Муу зуршлаа сайн зуршлаар өөрчлөх болгонд чи өөрөө өөрчлөгдөж байдаг.
6367,common_voice_mn_18583409,"Энэ өвгөн долоон бор хоньтой, нисдэг бор морьтой, бас нисдэггүй бор морьтой юм гэнэ."
6368,common_voice_mn_18583410,Бүх зүйл дууссаны дараа би сэтгэл амарч тоогоо бодож эхлэв.
6369,common_voice_mn_18583411,Гэвч танкийн хоёр хороо хохирлыг эс хайхран урагш дүүлсээр байна.
6370,common_voice_mn_18583414,"Мэргэч төлгөчөөр үзүүлэлгүй бол ийм үед горьгүй, гүрэм засал уншуулалгүй бол болдоггүй гэнэ."
6371,common_voice_mn_18583416,Авгайчуудаас болж маргалдах л дутаж гэнэ.
6372,common_voice_mn_18583417,Тэгтэл юунаас болсныг мэдэхгүй нүдэнд нь нулимс хурсан билээ.
6373,common_voice_mn_18583418,Даваа аравдугаар сарын гуравны шөнө жижүүрлэхдээ байрнаасаа гараагүй гэдэг огт худал.
6374,common_voice_mn_18583419,Гэтэл өсгийтэй гутлын чимээ гаран эсрэг талын өмгөөлөгч гэрчийн дэргэд очин зогслоо.
6375,common_voice_mn_18583420,Далд санаагаа харилцан мэдэхээ болиод хүн төрөлхтөн жаргасангүй.
6376,common_voice_mn_18583426,"""""""Багваахай"""" төвийг байгуулан жил гаруй ажиллаж үзэхэд үр дүнгээ өгчээ."""
6377,common_voice_mn_18583427,Өглөө бүр лам хувраг хүмүүсийн тогтмол хурах ёстой ном гэж байна.
6378,common_voice_mn_18583428,Уг салбарт сахилга батаа бэхжүүлэх шийдвэрийг өнөөдрөөс эхлэн гарга.
6379,common_voice_mn_18583430,Бодит амьдрал дээр худлаа л байдаг байхгүй юу.
6380,common_voice_mn_18583431,Юухан хээхэн ч боловч аялуулаад хийчих сэтгэлтэй л хүн бололтой дог.
6381,common_voice_mn_18583432,Энэ хоёр залуус хэн хэн нь баяртай байлаа.
6382,common_voice_mn_18583433,Хийчихмээр ажил мөн ч их байна даа.
6383,common_voice_mn_18583434,"Томуу, томуу төст өвчин болон менингококкт халдвараас урьдчилан сэргийлэхийг Эрүүл мэндийн яам анхааруулж байна."
6384,common_voice_mn_18583440,Би чамд ердөө гурав хоногийн хугацаа өгье.
6385,common_voice_mn_18583441,Өвлөөс хойш үзэгдээгүй учир надад их л сонин сайхан санагдав.
6386,common_voice_mn_18583442,Санал болгож байгаа арга хэрэгслүүдийн дэс дараа нь тохиолдлын биш юм шүү.
6387,common_voice_mn_18583443,"Урагдаж навтарсан хар ханцуйг сугалдаргалж, хиртэж саарьтсан бор тохой гаргажээ."
